president,start_date,end_date,approval,disapproval,unsure,source_url
Barack Obama,01/18/2010,01/24/2010,49.0,46.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/11/2010,01/17/2010,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/04/2010,01/10/2010,51.0,43.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/28/2009,01/03/2010,51.0,43.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/21/2009,12/27/2009,51.0,43.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/14/2009,12/20/2009,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/07/2009,12/13/2009,49.0,42.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/30/2009,12/06/2009,50.0,44.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/23/2009,11/29/2009,50.0,42.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/16/2009,11/22/2009,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/09/2009,11/15/2009,53.0,39.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/02/2009,11/08/2009,52.0,42.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/26/2009,11/01/2009,53.0,41.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/19/2009,10/25/2009,53.0,39.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/12/2009,10/18/2009,52.0,41.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/05/2009,10/11/2009,54.0,38.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/28/2009,10/04/2009,52.0,40.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/21/2009,09/27/2009,51.0,41.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/14/2009,09/20/2009,52.0,41.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/07/2009,09/13/2009,52.0,41.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/31/2009,09/06/2009,53.0,40.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/24/2009,08/30/2009,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/17/2009,08/23/2009,52.0,41.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/10/2009,08/16/2009,54.0,40.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/03/2009,08/09/2009,56.0,37.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/27/2009,08/02/2009,54.0,39.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/20/2009,07/26/2009,56.0,38.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/13/2009,07/19/2009,59.0,33.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/06/2009,07/12/2009,58.0,34.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/29/2009,07/05/2009,60.0,32.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/22/2009,06/28/2009,60.0,33.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/15/2009,06/21/2009,59.0,34.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/08/2009,06/14/2009,61.0,31.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/01/2009,06/07/2009,62.0,31.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/25/2009,05/31/2009,63.0,30.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/18/2009,05/24/2009,64.0,28.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/11/2009,05/17/2009,64.0,29.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/04/2009,05/10/2009,66.0,27.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/27/2009,05/03/2009,65.0,29.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/20/2009,04/26/2009,65.0,29.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/13/2009,04/19/2009,62.0,29.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/06/2009,04/12/2009,61.0,28.0,11,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/30/2009,04/05/2009,62.0,28.0,10,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/23/2009,03/29/2009,61.0,29.0,10,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/16/2009,03/22/2009,63.0,26.0,11,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/09/2009,03/15/2009,62.0,28.0,10,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/02/2009,03/08/2009,62.0,27.0,11,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/23/2009,03/01/2009,64.0,23.0,13,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/16/2009,02/22/2009,62.0,25.0,13,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/09/2009,02/15/2009,64.0,22.0,14,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/02/2009,02/08/2009,65.0,21.0,14,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/26/2009,02/01/2009,66.0,18.0,16,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/19/2009,01/25/2009,67.0,13.0,20,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Donald J. Trump I,01/04/2021,01/15/2021,34.0,62.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/01/2020,12/17/2020,39.0,57.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/05/2020,11/19/2020,43.0,55.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/16/2020,10/27/2020,46.0,52.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/30/2020,10/15/2020,43.0,55.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/14/2020,09/28/2020,46.0,52.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/31/2020,09/13/2020,42.0,56.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/30/2020,08/12/2020,42.0,55.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/01/2020,07/23/2020,41.0,56.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/08/2020,06/30/2020,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/28/2020,06/04/2020,39.0,57.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/01/2020,05/13/2020,49.0,48.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/14/2020,04/28/2020,49.0,47.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/01/2020,04/14/2020,43.0,54.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/13/2020,03/22/2020,49.0,45.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/02/2020,03/13/2020,44.0,52.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/17/2020,02/28/2020,47.0,51.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/03/2020,02/16/2020,49.0,48.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/16/2020,01/29/2020,49.0,50.0,1,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/02/2020,01/15/2020,44.0,53.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/02/2019,12/15/2019,45.0,51.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/01/2019,11/14/2019,43.0,54.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/14/2019,10/31/2019,41.0,57.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/01/2019,10/13/2019,39.0,57.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/16/2019,09/30/2019,40.0,56.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/03/2019,09/15/2019,43.0,54.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/15/2019,08/30/2019,39.0,57.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/01/2019,08/14/2019,41.0,54.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/15/2019,07/31/2019,42.0,54.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/01/2019,07/12/2019,44.0,51.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/19/2019,06/30/2019,41.0,54.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/03/2019,06/16/2019,43.0,55.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/15/2019,05/30/2019,40.0,55.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/01/2019,05/12/2019,42.0,52.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/17/2019,04/30/2019,46.0,50.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/01/2019,04/09/2019,45.0,51.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/01/2019,03/10/2019,39.0,57.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/12/2019,02/28/2019,43.0,54.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/01/2019,02/10/2019,44.0,52.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/21/2019,01/27/2019,37.0,59.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/02/2019,01/10/2019,37.0,59.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/17/2018,12/22/2018,39.0,55.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/10/2018,12/16/2018,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/03/2018,12/09/2018,40.0,56.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/26/2018,12/02/2018,40.0,56.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/19/2018,11/25/2018,38.0,60.0,2,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/12/2018,11/18/2018,43.0,53.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/05/2018,11/11/2018,38.0,56.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/29/2018,11/04/2018,40.0,54.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/22/2018,10/28/2018,40.0,54.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/15/2018,10/21/2018,44.0,50.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/08/2018,10/14/2018,44.0,51.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/01/2018,10/07/2018,43.0,53.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/24/2018,09/30/2018,42.0,53.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/17/2018,09/23/2018,40.0,56.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/10/2018,09/16/2018,38.0,56.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/03/2018,09/09/2018,40.0,54.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/27/2018,09/02/2018,41.0,53.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/20/2018,08/26/2018,41.0,54.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/13/2018,08/19/2018,42.0,52.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/06/2018,08/12/2018,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/30/2018,08/05/2018,41.0,54.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/23/2018,07/29/2018,40.0,55.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/16/2018,07/22/2018,42.0,54.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/09/2018,07/15/2018,43.0,52.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/02/2018,07/08/2018,41.0,56.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/25/2018,07/01/2018,42.0,53.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/18/2018,06/24/2018,41.0,55.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/11/2018,06/17/2018,45.0,50.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/04/2018,06/10/2018,42.0,54.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/28/2018,06/03/2018,41.0,55.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/21/2018,05/27/2018,40.0,55.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/14/2018,05/20/2018,42.0,54.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/07/2018,05/13/2018,43.0,52.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/30/2018,05/06/2018,42.0,52.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/23/2018,04/29/2018,42.0,53.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/16/2018,04/22/2018,39.0,55.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/09/2018,04/15/2018,39.0,55.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/02/2018,04/08/2018,41.0,54.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/26/2018,04/01/2018,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/19/2018,03/25/2018,39.0,55.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/12/2018,03/18/2018,40.0,56.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/05/2018,03/11/2018,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/26/2018,03/04/2018,39.0,55.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/19/2018,02/25/2018,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/12/2018,02/18/2018,37.0,59.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/05/2018,02/11/2018,40.0,57.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/29/2018,02/04/2018,40.0,57.0,3,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/21/2018,01/28/2018,38.0,58.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/15/2018,01/21/2018,36.0,59.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/08/2018,01/14/2018,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/01/2018,01/07/2018,37.0,58.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/25/2017,12/31/2017,39.0,55.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/18/2017,12/24/2017,37.0,57.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/11/2017,12/17/2017,35.0,60.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,12/04/2017,12/10/2017,36.0,59.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/27/2017,12/03/2017,35.0,59.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/20/2017,11/26/2017,37.0,56.0,7,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/13/2017,11/19/2017,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,11/06/2017,11/12/2017,38.0,56.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/30/2017,11/05/2017,38.0,58.0,4,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/23/2017,10/29/2017,35.0,60.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/16/2017,10/22/2017,36.0,58.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/09/2017,10/15/2017,37.0,57.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,10/02/2017,10/08/2017,38.0,56.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/25/2017,10/01/2017,37.0,58.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/18/2017,09/24/2017,38.0,55.0,7,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/11/2017,09/17/2017,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,09/04/2017,09/10/2017,37.0,57.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/28/2017,09/03/2017,36.0,59.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/21/2017,08/27/2017,35.0,60.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/14/2017,08/20/2017,37.0,58.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,08/07/2017,08/13/2017,36.0,58.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/31/2017,08/06/2017,37.0,58.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/24/2017,07/30/2017,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/17/2017,07/23/2017,37.0,58.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/10/2017,07/16/2017,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,07/03/2017,07/09/2017,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/26/2017,07/02/2017,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/19/2017,06/25/2017,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/12/2017,06/18/2017,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,06/05/2017,06/11/2017,37.0,58.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/29/2017,06/04/2017,38.0,56.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/22/2017,05/28/2017,41.0,54.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/15/2017,05/21/2017,38.0,56.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/08/2017,05/14/2017,38.0,56.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,05/01/2017,05/07/2017,42.0,53.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/24/2017,04/30/2017,41.0,54.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/17/2017,04/23/2017,41.0,52.0,7,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/10/2017,04/16/2017,40.0,54.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,04/03/2017,04/09/2017,40.0,53.0,7,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/27/2017,04/02/2017,38.0,57.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/20/2017,03/26/2017,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/13/2017,03/19/2017,40.0,55.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,03/06/2017,03/12/2017,42.0,52.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/27/2017,03/05/2017,43.0,51.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/20/2017,02/26/2017,42.0,53.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/13/2017,02/19/2017,40.0,54.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,02/06/2017,02/12/2017,41.0,53.0,6,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/30/2017,02/05/2017,43.0,52.0,5,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Donald J. Trump I,01/20/2017,01/29/2017,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/donald-j-trump-public-approval
Joseph R. Biden Jr.,1/2/2025,1/15/2025,40.0,54.0,6,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,12/2/2024,12/18/2024,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,11/6/2024,11/20/2024,37.0,58.0,5,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,10/14/2024,10/27/2024,41.0,56.0,3,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,10/1/2024,10/12/2024,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,9/16/2024,9/28/2024,45.0,52.0,3,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,9/3/2024,9/15/2024,39.0,58.0,3,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,8/1/2024,8/20/2024,43.0,53.0,4,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,7/1/2024,7/21/2024,36.0,58.0,6,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,6/3/2024,6/23/2024,38.0,58.0,4,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
Joseph R. Biden Jr.,5/1/2024,5/23/2024,39.0,56.0,5,https://www.presidency.ucsb.edu/statistics/data/joseph-r-biden-public-approval
